"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NXVYE48J","thesis","2014","Dambreville, Romain","Prévision du rayonnement solaire global par télédétection pour la gestion de la production d’énergie photovoltaïque","","","","","https://tel.archives-ouvertes.fr/tel-01130251","L’intégration des énergies intermittentes sur le réseau électrique existant soulèvedes problèmes de stabilité de la balance consommation/production. Afin de limiter les risques,la loi autorise un taux de pénétration maximum de ces énergies de 30% de la puissanceinstallée. Afin de pallier cette limitation, deux pistes sont envisagées, le stockage d’énergie etla prévision de production. Les travaux menés dans cette thèse s’inscrivent dans la secondecatégorie et se concentrent sur la prévision du rayonnement global au sol, ressource principaledes systèmes de production d’énergie photovoltaïque. Dans l’objectif d’une prévision à trèscourt terme (infra-horaire), la problématique développée concerne la fusion d’informationsprovenant d’une part d’observations satellitaires et de l’autre d’observations in-situ telles quedes images hémisphériques. L’approche suivie se veut progressive et s’articule autour de 4grand axes. Le premier chapitre énonce les définitions et les enjeux principaux liés à l’étudedu GHI en décrivant les différents facteurs physiques ayant des interactions sur sa mesure. Lesecond chapitre permet d’évaluer le potentiel des images hémisphériques pour l’estimation durayonnement global. On y développe une méthode d’estimation du GHI basée sur l’utilisationd’un réseau de neurones artificiels permettant d’effectuer une régression non linéaire entre descaractéristiques choisie de l’image et le rayonnement mesuré sur site par un pyranomètre. Letroisième chapitre concerne l’utilisation des images satellitaires pour la prévision à très courtterme du rayonnement global. L’originalité des méthodes proposées provient de l’utilisationen entrées de cartes de rayonnement dérivées des images satellitaires via une méthode externe.L’utilisation de ces cartes de rayonnement permet la construction de modèles linéairessimples (modèles auto-régressifs) grâce à l’homogénéité des données utilisées. Cependant,leur pertinence pour le calcul de champ de vecteurs a également été prouvé et validé dans unsecond modèle. La comparaison des deux modèles ainsi créés à partir d’imagerie satellitairea permis de caractériser les forces et faiblesses de ces modèles. L’intérêt de l’observationsatellitaire réside dans l’anticipation du déplacement des masses nuageuse. Cependant, unbiais non systématique persiste dans la conversion des valeurs des pixels en rayonnement.Ce biais est inhérent à la résolution spatio-temporelle de ces observations. Étant donné cesconsidérations, le chapitre 4 présente alors une méthode d’intégration des données acquisespar l’imagerie hémisphérique, disposant une meilleure résolution spatio-temporelle, dans lesrésultats de prévision satellitaires précédemment évoqués. On joint alors les caractéristiquesretenues au chapitre 2 dans un réseau de neurone avec la prévision pour produire uneprévision dont le biais est largement réduit. L’utilisation de caractéristiques dérivées del’imagerie hémisphérique à la place de simple mesures du pyranomètre est justifiée par l’effetde persistance non souhaité apportées par ces dernières. Ainsi, après avoir étudié chaquesource d’information séparément, on a pu développer un modèle leur permettant de secompléter.","2014-10-16","2022-06-27T17:37:21Z","2022-06-27T17:37:21Z","2022-06-27T17:37:21Z","","","","","","","","","","","","","","fr","","","","","tel.archives-ouvertes.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418","","","","","","","",""
"8A4YEZ3M","journalArticle","2016","Dal Pai, Alexandre; Escobedo, João Francisco; Dal Pai, Enzo; de Oliveira, Amauri Pereira; Soares, Jacyra Ramos; Codato, Georgia","MEO shadowring method for measuring diffuse solar irradiance: Corrections based on sky cover","Renewable Energy","","0960-1481","10.1016/j.renene.2016.07.026","https://www.sciencedirect.com/science/article/pii/S096014811630622X","The present paper deals with atmospheric corrections factors proposed as a function of the atmospheric transmissivity in order to correct the diffuse solar irradiance measured with the Melo-Escobedo-Oliveira Shadowring Measuring Method (MEO shadowring Method). Global irradiance was measured by an Eppley-PSP pyranometer; direct normal irradiance by an Eppley-NIP pyrheliometer fitted to a ST-3 sun tracking device and diffuse irradiance by an Eppley-PSP pyranometer fitted to a MEO shadowring. The Solar Radiometric Laboratory at Sao Paulo State University provided the measurements during the years 1996–2005. Two correction models for diffuse solar irradiance were proposed: All Sky Correction Model (ASC Model) and Sky Cover Correction Model (SCC Model). The MBE and RMSE statistical indicators performed the validations. The correction models showed results in the same order of magnitude: ASC Model showed 0.81% deviation, while SCC Model showed 0.66% deviation. Therefore, the correction models proposed as a function of the sky covering (atmospheric transmissivity) were efficient to correct the isotropic diffuse irradiance, approaching the measured and reference diffuse irradiance less than 1%. Corrections show dependence on sky coverage and seasonality. The results presented that the sky cover corrections improve the MEO shadowring method, allowing the generation of a reliable global, direct and diffuse radiation database without high financial investments.","2016-12-01","2022-06-27T17:37:25Z","2022-06-27T17:37:25Z","2022-06-27T17:37:25Z","754-763","","","99","","Renewable Energy","MEO shadowring method for measuring diffuse solar irradiance","","","","","","","en","","","","","ScienceDirect","","","","","","","Anisotropy; Diffuse radiation; Measuring methods; Shadowring; Sky cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418","","","","","","","",""
"NELLVIED","journalArticle","2019","Cunha, Karen Clara Leão da","Análise de radiação solar usando modelos Sarima e suavização exponencial de Holt Winters","","","","","https://riu.ufam.edu.br//handle/prefix/5710","Energy use from solar radiation can be a sustainable alternative to fossil fuel use, especially in regions where geographical aspects make energy supply difficult, such as the state of Amazonas. Many mathematical models are currently being made to make predictions of historical solar radiation series. The objective of this work is to analyze the solar radiation time series of the municipality of Humaitá-AM. The methodology used for the analysis of the solar radiation time series from 2009 to 2018 was the SARIMA and HOLT WINTERS Exponential Smoothing models, for the parameters modeling and simulation. The analysis of the series and choice of the best model was based on the error parameters: Mean Percentage Error (MAPE), Mean Absolute Error (MAE) and Mean Square Error (REMQ) in addition to the correlograms. The SARIMA model that best fitted the real series was the model (4,1,2) (2,1,2) 12. Comparing the two models through graphical analysis, it was possible to verify that the HOLT-WINTERS model perfectly analyzed the solar radiation series data, whereas the SARIMA model could not follow the beginning of the series. Comparing the error parameters between the two models, the SARIMA model presented the highest MAPE (9,740), MAE (0,365) and REMQ (0,5169) values, while the HOLT-WINTERS model presented lower values in MAPE (7,872), MAE (0.304) AND REMQ (0.456), thus showing to be the best model. It was concluded that both models presented satisfactory results for the solar radiation analysis of the municipality of Humaitá-AM. The model that best represented the series was the HOLT-WINTERS model that fit the complete series.","2019-12-09","2022-06-27T17:37:27Z","2022-06-27T17:37:27Z","2022-06-27T17:37:27Z","","","","","","Solar radiation analysis using Sarima models and Holt Winters exponential smoothing","","","","","","","","por","","","","","riu.ufam.edu.br","","Accepted: 2019-12-10T17:19:17Z Publisher: Brasil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"G3YS3PT8","conferencePaper","2013","Cros, Sylvain; Liandrat, Olivier; Sébastien, Nicolas; Schmutz, Nicolas; Voyant, Cyril","CLEAR SKY MODELS ASSESSMENT FOR AN OPERATIONAL PV PRODUCTION FORECASTING SOLUTION","","","","","https://hal.archives-ouvertes.fr/hal-00870092","Photovoltaic production is mostly driven by the solar irradiance received at ground level. Forecasting surface solar irradiance remains to predict the cloudiness and combine it with the value of the irradiance modeled under a clear sky for the same area at the same forecast horizon. Thus, uncertainty of irradiance under clear sky can affect significantly the photovoltaic production forecast. Clear sky irradiance can be accurately computed if concentration of some atmospheric components (aerosol, water vapor and ozone) are sufficiently known above a location. Many clear sky models have been designed allowing a various number of inputs. In this work, we analyzed the performance of four different clear sky models. We compared their outputs against ground measurements located in Reunion Island, Corsica and French Guiana. We used the models with atmospheric parameters provided by two different sources (neighboring ground measurements and reanalysis). Best results lead to a relative root mean square error (rRMSE) of 3 % and an absolute relative mean bias error (rMBE) less than 1 %, for minutely irradiance. Using atmospheric parameters from reanalysis instead of punctual measurements significantly reduces errors in clear sky models.","2013-09","2022-06-27T17:37:29Z","2022-06-27T17:37:29Z","2022-06-27T17:37:29Z","5BV.4.69","","","","","","","","","","","","France","","","","","","HAL Archives Ouvertes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"3QJU365N","journalArticle","2009","Costa, Alexandre Araújo; Pauliquevis, Theotonio","Aerossóis, nuvens e clima: resultados do experimento LBA para o estudo de aerossóis e microfísica de nuvens","Revista Brasileira de Meteorologia","","0102-7786, 1982-4351","10.1590/S0102-77862009000200010","http://www.scielo.br/j/rbmet/a/Vz9xXTMR5YTdmrLHhsDMJmQ/?lang=pt","Os aerossóis atmosféricos respondem por uma das maiores incertezas na investigação dos cenários de mudança climática. A margem de erro associada às estimativas nas contribuições dos aerossóis no balanço energético global ainda é elevada, particularmente no que diz respeito ao chamado ""efeito indireto"". Ainda que o nível de compreensão científico, acerca do efeito indireto tenha avançado significativamente nos últimos anos, este ainda é muito baixo, quando comparado com o entendimento que se tem do papel dos gases de efeito estufa. Particularmente no Brasil, as medidas realizadas dentro do contexto LBA-SMOCC-EMfiN! (Large-Scale Biosphere-Atmosphere Experiment in Amazonia - Smoke Aerosols, Clouds, Rainfall and Climate - Experimento de Microfísica de Nuvens) possibilitaram uma base de dados ampla sobre aerossóis e microfísica de nuvens. Neste trabalho, apresentamos uma revisão de alguns dos principais resultados relacionados a essa base de dados, tanto via análise de resultados experimentais, quanto via modelagem numérica. Conclui-se que alterações significativas no processo de desenvolvimento da precipitação podem ocorrer em associação com a grande quantidade de aerossóis produzidos em queimadas, mas que diversas questões, principalmente referentes ao papel dos núcleos de condensação gigantes e núcleos de gelo ainda precisam ser elucidadas.","2009-06","2022-06-27T17:37:31Z","2022-06-27T17:37:31Z","2022-06-27T17:37:31Z","234-253","","","24","","Rev. bras. meteorol.","Aerossóis, nuvens e clima","","","","","","","pt","","","","","SciELO","","Publisher: Sociedade Brasileira de Meteorologia","","","","","Aerossóis; LBA; microfísica de nuvens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"7FFR8ATB","journalArticle","2016","Corrêa, Polari Batista; Candido, Luiz Antonio; Souza, Rodrigo Augusto Ferreira de; Andreoli, Rita Valéria; Kayano, Mary Toshie","Estudo do Fenômeno da Ilha de Calor na Cidade de Manaus/AM: Um Estudo a Partir de Dados de Sensoriamento Remoto, Modelagem e Estações Meteorológicas","Revista Brasileira de Meteorologia","","0102-7786, 1982-4351","10.1590/0102-778631220150012","http://www.scielo.br/j/rbmet/a/tPBSBjnVGLVCRJnw9QxVVCk/?lang=pt","Resumo O fenômeno da ilha de calor (IC) na cidade de Manaus foi estudado usando dados de modelagem do clima urbano com o modelo Weather Research and Forecasting (WRF) e dados de estações meteorológicas. Foram usados os dados de temperatura da superfície (TS) obtidos pelo sensor MODIS do satélite ambiental Aqua, produto MYD11A2 na resolução horizontal de 1 km por um 1 km para o período de 2002 a 2012 na cidade de Manaus para avaliar o processo de urbanização. Foi realizado um estudo de caso com as simulações de TS e de temperatura do ar (TA) nos meses de agosto e setembro de 2009 que foram comparadas, respectivamente, com os dados de satélite e de estações meteorológicas. Identificou-se a distribuição espacial da TS na cidade, e as diferenças de TS entre a área urbana e a de floresta e entre a área urbana e de rios foram quantificadas. As diferenças de TS ao longo das faixas de longitude de 60,03° O a 59,97° O e de latitude de 3,09° S a −3,03° S foram analisadas com os dados do modelo WRF e do sensor MODIS. A intensidade da IC estimada com os dados de TA do modelo e de estações meteorológicas foram, em média, respectivamente de 1,87 °C e de 1,80 °C, consistentes com resultados anteriores. Portanto, a TA simulada pode ser usada para fins de estimar a intensidade da IC em Manaus.","2016-06","2022-06-27T17:37:34Z","2022-06-27T17:37:34Z","2022-06-27T17:37:34Z","167-176","","","31","","Rev. bras. meteorol.","Estudo do Fenômeno da Ilha de Calor na Cidade de Manaus/AM","","","","","","","pt","","","","","SciELO","","Publisher: Sociedade Brasileira de Meteorologia","","","","","clima urbano; modelo WRF; sensor MODIS; temperatura da superfície","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"2XTGCIMW","journalArticle","2020","Chen, X. M.; Li, Y.; Wang, R. Z.","Performance study of affine transformation and the advanced clear-sky model to improve intra-day solar forecasts","Journal of Renewable and Sustainable Energy","","","10.1063/5.0009155","https://aip.scitation.org/doi/10.1063/5.0009155","","2020-07","2022-06-27T17:37:37Z","2022-06-27T17:37:37Z","2022-06-27T17:37:37Z","043703","","4","12","","","","","","","","","","","","","","","aip.scitation.org (Atypon)","","Publisher: American Institute of Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"9MEN36LG","webpage","","","SciELO - Brazil","","","","","https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862020000501005&tlng=pt","","","2022-06-27T17:37:39Z","2022-06-27T17:37:39Z","2022-06-27T17:37:39Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"CPX9PY7C","journalArticle","2012","Bramstedt, K.; Noël, S.; Bovensmann, H.; Gottwald, M.; Burrows, J. P.","Precise pointing knowledge for SCIAMACHY solar occultation measurements","Atmospheric Measurement Techniques","","1867-1381","10.5194/amt-5-2867-2012","https://amt.copernicus.org/articles/5/2867/2012/","<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> We present a method to precisely determine the viewing direction for solar occultation instruments from scans over the solar disk. Basic idea is the fit of the maximum intensity during the scan, which corresponds to the center of the solar disk in the scanning direction. We apply this method to the solar occultation measurements of the satellite instrument SCIAMACHY, which scans the Sun in elevation direction. The achieved mean precision is 0.46 mdeg, which corresponds to an tangent height error of about 26 m for individual occultation sequences. The deviation of the derived elevation angle from the geolocation information given along with the product has a seasonal cycle with an amplitude of 2.26 mdeg, which is in tangent height an amplitude of about 127 m. The mean elevation angle offset is −4.41 mdeg (249 m). SCIAMACHY's sun follower device controls the azimuth viewing direction during the occultation measurements. The derived mean azimuth direction has an standard error of 0.65 mdeg, which is about 36 m in horizontal direction at the tangent point. We observe also a seasonal cycle of the azimuth mispointing with an amplitude of 2.3 mdeg, which is slightly increasing with time. The almost constant mean offset is 88 mdeg, which is about 5.0 km horizontal offset at the tangent point.</p>","2012-11-27","2022-06-27T17:37:40Z","2022-06-27T17:37:40Z","2022-06-27T17:37:40Z","2867-2880","","11","5","","","","","","","","","","English","","","","","amt.copernicus.org","","Publisher: Copernicus GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"JX7WW3LJ","bookSection","2009","Bramstedt, K.; Amekudzi, L.K.; Rozanov, A.; Bovensmann, H.; Burrows, J.P.","SCIAMACHY Solar Occultation: Ozone and NO2 Profiles 2002–2007","","978-3-642-00321-9","","","https://doi.org/10.1007/978-3-642-00321-9_7","SCIAMACHY on-board ENVISAT is measuring solar irradiances and Earthshine radiances from the UV to the NIR spectral region in nadir, limb, and lunar as well as solar occultation geometry. Solar occultation measurements are performed in Sun-scanning mode during sunset at northern latitudes between 49°N and 69°N, depending on season. The radiative transfer and retrieval code SCIATRAN 2.1 is used to derive vertical profiles of ozone and NO2 from the SCIAMACHY solar occultation measurements. The retrieval scheme is an optimal estimation approach with Twomey-Tikhonov regularization. Ozone and NO2 are simultaneously retrieved in the fit windows 524–590 nm and 425–453 nm, respectively. Here we present an almost complete dataset from August 2002 to August 2007, including validation results with independent measurements from the satellite instruments HALOE and SAGE II.","2009","2022-06-27T17:37:42Z","2022-06-27T17:37:42Z","2022-06-27T17:37:42Z","79-86","","","","","","SCIAMACHY Solar Occultation","","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","DOI: 10.1007/978-3-642-00321-9_7","","","","","Ozone Profile; Solar Occultation; Solar Zenith Angle; Tangent Point; Vertical Ozone Distribution","Steiner, Andrea; Pirscher, Barbara; Foelsche, Ulrich; Kirchengast, Gottfried","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"SK9B3Q7Z","journalArticle","2012","Bovolo, C. Isabella; Pereira, Ryan; Parkin, Geoff; Kilsby, Chris; Wagner, Thomas","Fine-scale regional climate patterns in the Guianas, tropical South America, based on observations and reanalysis data","International Journal of Climatology","","1097-0088","10.1002/joc.2387","https://onlinelibrary.wiley.com/doi/abs/10.1002/joc.2387","The dense, intact rainforests of the Guianas (northern Amazonia) are important for the regulation of the local and regional climate, but preclude easy access so a large data gap exists. The rainforest–savannah boundary may also be particularly susceptible to increasing pressures from ecosystem exploitation and climate change. It is important therefore to establish a baseline climate regime so that the impacts of any future change can be determined. Currently this area is not covered by the publicly available climate data sets, so interpolated data sets are not an accurate representation of the climate of this area, emphasizing the need for a more detailed analysis in this region. Here, we collate the available data sets and use these to derive maps of observed precipitation and temperature across the region. To overcome the limitations in the inadequate observational data sets, we also test and use the ECMWF ERA-40 reanalysis data set for the period 1958–2001 at a ∼125 km2 (1.125°) resolution. Mean differences (biases) and annual average spatial correlations are examined between modelled and observed time series comparing the seasonal cycles and the yearly, monthly and monthly anomaly time series. The results show that with the exception of sub-grid resolution mountain environments, reanalysis data for the Guianas provide a consistent and relatively accurate spatial distribution of temperature. Precipitation is modelled less accurately, with best results for the average timings, length and severity of the dry periods. This study provides consistent and quantitative details on the spatial variations in seasonality, particularly in areas lacking observations, thereby advancing beyond previous studies. Precipitation is highly variable in the region so care must be taken when averaging modelled data over large geographical areas for comparisons with gridded data sets based on few observations. This is the first comprehensive study of the recent historical climate and its variability in this area. Copyright © 2011 The Authors. Journal compilation © 2011 The Royal Meteorological Society","2012","2022-06-27T17:37:44Z","2022-06-27T17:37:44Z","2022-06-27T17:37:44Z","1665-1689","","11","32","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/joc.2387","","","","","bias; climate–vegetation interactions; correlation; ERA-40 reanalysis; Guyana; inter-tropical convergence zone (ITCZ); precipitation; rainforest; savannah; Suriname; temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419","","","","","","","",""
"X6QFY7IN","journalArticle","2022","Bechet, Jessica; Albarelo, Tommy; Macaire, Jérémy; Salloum, Maha; Zermani, Sara; Primerose, Antoine; Linguet, Laurent","Updated GOES-13 Heliosat-2 Method for Global Horizontal Irradiation in the Americas","Remote Sensing","","2072-4292","10.3390/rs14010224","https://www.mdpi.com/2072-4292/14/1/224","Increasing the utilization of renewable energy is at the center of most sustainability policies. Solar energy is the most abundant resource of this type on Earth, and optimizing its use requires the optimal estimation of surface solar irradiation. Heliosat-2 is one of the most popular methods of global horizontal irradiation (GHI) estimation. Originally developed for the Meteosat satellite, Heliosat-2 has been modified in previous work to deal with GOES-13 data and named here GOES_H2. This model has been validated through the computation of indicators and irradiation maps for the Guiana Shield. This article proposes an improved version of GOES_H2, which has been combined with a radiative transfer parameterization (RTP) and the McClear clear-sky model (MC). This new version, hereafter designated RTP_MC_GOES_H2, was tested on eight stations from the Baseline Surface Radiation Network, located in North and South America, and covered by GOES-13. RTP_MC_GOES_H2 improves the hourly GHI estimates independently of the type of sky. This improvement is independent of the climate, no matter the station, the RTP_MC_GOES_H2 gives better results of MBE and RMSE than the original GOES_H2 method. Indeed, the MBE and RMSE values, respectively, change from −11.93% to −2.42% and 23.24% to 18.24% for North America and from −4.35% to 1.79% and 19.97% to 17.37 for South America. Moreover, the flexibility of the method may allow to improve results in the presence of snow cover and rainy/variable weather. Furthermore, RTP_MC_GOES_H2 results outperform or equalize those of other operational models.","2022-01","2022-06-27T17:37:46Z","2022-06-27T17:37:46Z","2022-06-27T17:37:46Z","224","","1","14","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 1 Publisher: Multidisciplinary Digital Publishing Institute","","","","","global horizontal irradiation; GOES-13; Heliosat-2; McClear; radiative transfer parameter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","","","","","","","",""
"ETYGF95J","journalArticle","2022","Bechet, Jessica; Albarelo, Tommy; Macaire, Jérémy; Salloum, Maha; Zermani, Sara; Primerose, Antoine; Linguet, Laurent","Updated GOES-13 Heliosat-2 Method for Global Horizontal Irradiation in the Americas","Remote Sensing","","2072-4292","10.3390/rs14010224","https://www.mdpi.com/2072-4292/14/1/224","Increasing the utilization of renewable energy is at the center of most sustainability policies. Solar energy is the most abundant resource of this type on Earth, and optimizing its use requires the optimal estimation of surface solar irradiation. Heliosat-2 is one of the most popular methods of global horizontal irradiation (GHI) estimation. Originally developed for the Meteosat satellite, Heliosat-2 has been modified in previous work to deal with GOES-13 data and named here GOES_H2. This model has been validated through the computation of indicators and irradiation maps for the Guiana Shield. This article proposes an improved version of GOES_H2, which has been combined with a radiative transfer parameterization (RTP) and the McClear clear-sky model (MC). This new version, hereafter designated RTP_MC_GOES_H2, was tested on eight stations from the Baseline Surface Radiation Network, located in North and South America, and covered by GOES-13. RTP_MC_GOES_H2 improves the hourly GHI estimates independently of the type of sky. This improvement is independent of the climate, no matter the station, the RTP_MC_GOES_H2 gives better results of MBE and RMSE than the original GOES_H2 method. Indeed, the MBE and RMSE values, respectively, change from −11.93% to −2.42% and 23.24% to 18.24% for North America and from −4.35% to 1.79% and 19.97% to 17.37 for South America. Moreover, the flexibility of the method may allow to improve results in the presence of snow cover and rainy/variable weather. Furthermore, RTP_MC_GOES_H2 results outperform or equalize those of other operational models.","2022-01","2022-06-27T17:37:47Z","2022-06-27T17:37:47Z","2022-06-27T17:37:47Z","224","","1","14","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 1 Publisher: Multidisciplinary Digital Publishing Institute","","","","","global horizontal irradiation; GOES-13; Heliosat-2; McClear; radiative transfer parameter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","","","","","","","",""
"XXHK6LBC","bookSection","2014","Barta, András; Suhai, Bence; Horváth, Gábor","Polarization Cloud Detection with Imaging Polarimetry","","978-3-642-54718-8","","","https://doi.org/10.1007/978-3-642-54718-8_24","In this chapter we show some practical applications of 180° field-of-view (full-sky) imaging polarimetry. The concept and structure of some full-sky imagers (Total Sky Imager, Whole Sky Imager, All Sky Imager) widely used in environmental optics are presented. Some algorithms dealing with photometric cloud detection, a hot topic in meteorology, are described. A brief summary of the satellite-borne PARASOL/POLDER imaging polarimeter is given. Two versions of full-sky imaging polarimetry are described. Both use the measured extra polarization information of skylight. Their advantageous features are (1) enhancement of accuracy and reliability of cloud detection, (2) estimation of the relative cloud-base distance distribution in the sky and (3) applicability in solar forecasting, a very special current topic.","2014","2022-06-27T17:37:50Z","2022-06-27T17:37:50Z","2022-06-27T17:37:50Z","585-602","","","","","","","Springer Series in Vision Research","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","DOI: 10.1007/978-3-642-54718-8_24","","","","","Blue Spectral Range; Cloud Detector; Cross Entropy; Filter Wheel; Fisheye Lens","Horváth, Gábor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","","","","","","","",""
"W7V4A7VE","journalArticle","2017","Barbosa, Larissa de Souza Noel Simas; Bogdanov, Dmitrii; Vainikka, Pasi; Breyer, Christian","Hydro, wind and solar power as a base for a 100% renewable energy supply for South and Central America","PLOS ONE","","1932-6203","10.1371/journal.pone.0173820","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0173820","Power systems for South and Central America based on 100% renewable energy (RE) in the year 2030 were calculated for the first time using an hourly resolved energy model. The region was subdivided into 15 sub-regions. Four different scenarios were considered: three according to different high voltage direct current (HVDC) transmission grid development levels (region, country, area-wide) and one integrated scenario that considers water desalination and industrial gas demand supplied by synthetic natural gas via power-to-gas (PtG). RE is not only able to cover 1813 TWh of estimated electricity demand of the area in 2030 but also able to generate the electricity needed to fulfil 3.9 billion m3 of water desalination and 640 TWhLHV of synthetic natural gas demand. Existing hydro dams can be used as virtual batteries for solar and wind electricity storage, diminishing the role of storage technologies. The results for total levelized cost of electricity (LCOE) are decreased from 62 €/MWh for a highly decentralized to 56 €/MWh for a highly centralized grid scenario (currency value of the year 2015). For the integrated scenario, the levelized cost of gas (LCOG) and the levelized cost of water (LCOW) are 95 €/MWhLHV and 0.91 €/m3, respectively. A reduction of 8% in total cost and 5% in electricity generation was achieved when integrating desalination and power-to-gas into the system.","2017-03-22","2022-06-27T17:37:52Z","2022-06-27T17:37:52Z","2022-06-27T17:37:52Z","e0173820","","3","12","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","","","","Alternative energy; Argentina; Brazil; Central America; Desalination; Electricity; Power grids; Wind power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","","","","","","","",""
"FA6LBWTR","journalArticle","2019","Bandeira, Cleidson Malta","Estimativa de radiação solar global por um painel fotovoltaico de silício policristalino","","","","","https://riu.ufam.edu.br//handle/prefix/5669","According to population growth on a large scale across the globe, natural resources become increasingly important in the daily lives of humans, whether in food production, technology or even in their well-being. With this, all the requirements of consumer good have as a fundamental basis for all its operation, the consumption of energy in supply to all the functionality in which we live today. Nowadays, if there is no electricity on the planet, there would be no technological advance in the day-to-day life we live in today. In this way, the use of renewable resources for electric power generation is growing on a large national and global scale. Brazil has a vast territory for the application of renewable resources, for our region of the South of Amazonas, in Humaitá, found a great capacitance in the incidence of solar radiation, in this way, low cost materials were used to estimate radiation global solar, once applying studies focused on solar radiation can contribute significantly to the meteorological branch of the region. Therefore, a mini-plate of polycrystalline silicon was used for radiation estimation compared to the values of the global solar radiation through the piranôro CM5. The application was elaborated by two assembly procedures, the first one being placed the solar cell exposed unprotected to the sun on consecutive days, presenting 60% efficacy in linear form and 73% in exponential form. The second procedure, accompanied by two light filters,  resented 70% efficacy in exponential form and 75% in linear form.","2019-08-15","2022-06-27T17:37:53Z","2022-06-27T17:37:53Z","2022-06-27T17:37:53Z","","","","","","","","","","","","","","por","","","","","riu.ufam.edu.br","","Accepted: 2019-08-14T19:26:52Z Publisher: Brasil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","","","","","","","",""
